コード,市区町村名,人数,獲得比率,距離
14205,藤沢市,3110710,0.126,6.2
14204,鎌倉市,783543,0.136,6.1
14207,茅ヶ崎市,132138,0.036,8.6
14201,横須賀市,64262,0.013,19.0
14110,横浜市戸塚区,63097,0.016,11.0
14213,大和市,62620,0.016,18.1
13112,世田谷区,51956,0.004,38.6
14109,横浜市港北区,46611,0.007,26.9
13209,町田市,44964,0.009,28.2
14203,平塚市,44476,0.013,16.1
14115,横浜市栄区,37250,0.026,9.2
14153,相模原市南区,34626,0.011,25.0
13111,大田区,31182,0.004,35.0
14111,横浜市港南区,29710,0.012,12.4
14101,横浜市鶴見区,25698,0.006,27.4
14321,高座郡寒川町,24566,0.025,11.5
14208,逗子市,24521,0.026,9.0
14105,横浜市南区,24485,0.009,16.2
13119,板橋区,24481,0.002,53.9
14112,横浜市旭区,24433,0.009,18.7
14212,厚木市,24151,0.007,22.1
14108,横浜市金沢区,24037,0.011,13.2
14117,横浜市青葉区,22578,0.007,27.8
14107,横浜市磯子区,22055,0.010,14.9
14116,横浜市泉区,21749,0.013,12.0
14102,横浜市神奈川区,20192,0.007,22.8
14206,小田原市,19944,0.009,34.0
14211,秦野市,19586,0.007,27.8
13120,練馬区,19128,0.002,49.8
14106,横浜市保土ケ谷区,19079,0.008,19.2
13109,品川区,18608,0.003,39.9
14134,川崎市高津区,18478,0.006,32.9
13115,杉並区,18423,0.003,44.9
14131,川崎市川崎区,17907,0.005,31.1
13201,八王子市,17509,0.003,43.6
14218,綾瀬市,17240,0.013,15.0
13103,港区,16803,0.004,44.4
14215,海老名市,16636,0.011,16.7
14114,横浜市瀬谷区,16518,0.012,17.6
14133,川崎市中原区,16346,0.006,32.9
14216,座間市,15840,0.010,21.2
14152,相模原市中央区,15416,0.005,29.8
14135,川崎市多摩区,15310,0.007,34.8
14137,川崎市麻生区,14738,0.008,31.7
13108,江東区,14230,0.002,47.4
13121,足立区,14115,0.002,58.9
14104,横浜市中区,12845,0.008,19.7
14136,川崎市宮前区,12629,0.005,31.6
13206,府中市,12614,0.003,40.2
14118,横浜市都筑区,12267,0.004,26.8
13123,江戸川区,11571,0.002,55.6
11203,川口市,11550,0.002,62.0
14103,横浜市西区,11499,0.009,20.3
14113,横浜市緑区,11470,0.006,22.8
12204,船橋市,11223,0.002,66.8
14341,中郡大磯町,11186,0.018,17.6
13110,目黒区,10419,0.003,40.5
13107,墨田区,9900,0.003,54.0
13122,葛飾区,9829,0.002,59.2
14151,相模原市緑区,9672,0.005,37.0
13104,新宿区,9589,0.003,48.1
14214,伊勢原市,9321,0.008,20.2
13114,中野区,9058,0.002,47.0
13208,調布市,8991,0.003,39.2
14132,川崎市幸区,8975,0.005,31.0
14301,三浦郡葉山町,8689,0.025,11.5
13204,三鷹市,8605,0.004,41.9
12207,松戸市,8477,0.001,68.0
13116,豊島区,8474,0.002,50.5
11208,所沢市,8383,0.002,54.8
13113,渋谷区,8184,0.004,43.7
13118,荒川区,8163,0.003,54.6
13117,北区,8161,0.002,55.2
12203,市川市,8058,0.002,59.9
13105,文京区,6754,0.003,50.7
12239,大網白里市,6737,0.010,79.4
11201,川越市,6726,0.002,65.4
13229,西東京市,6649,0.003,47.5
10201,前橋市,6451,0.002,129.5
13219,狛江市,6337,0.007,36.8
13224,多摩市,6095,0.004,35.8
09201,宇都宮市,6083,0.001,147.4
12217,柏市,5812,0.001,75.9
11222,越谷市,5637,0.002,71.8
13106,台東区,5539,0.002,52.1
13202,立川市,5416,0.003,45.2
11102,さいたま市北区,5184,0.004,70.9
14342,中郡二宮町,5040,0.017,21.4
10202,高崎市,4899,0.001,122.4
13207,昭島市,4722,0.003,45.6
14401,愛甲郡愛川町,4662,0.010,29.3
22101,静岡市葵区,4588,0.002,112.9
11108,さいたま市南区,4555,0.002,61.3
14210,三浦市,4436,0.009,20.6
13212,日野市,4389,0.002,40.1
13214,国分寺市,4363,0.003,43.9
13203,武蔵野市,4339,0.003,44.6
11219,上尾市,4225,0.002,73.5
10204,伊勢崎市,4045,0.002,115.6
11202,熊谷市,3950,0.002,95.2
14383,足柄下郡真鶴町,3887,0.010,36.1
13102,中央区,3833,0.002,48.3
13211,小平市,3657,0.002,46.2
21201,岐阜市,3621,0.000,245.0
14217,南足柄市,3601,0.008,37.8
11215,狭山市,3580,0.002,61.3
11235,富士見市,3498,0.003,61.1
11214,春日部市,3464,0.002,79.6
22203,沼津市,3410,0.002,61.4
11221,草加市,3407,0.001,65.2
12219,市原市,3373,0.001,60.2
12102,千葉市花見川区,3335,0.002,68.5
22210,富士市,3278,0.001,69.5
13222,東久留米市,3201,0.003,49.2
15107,新潟市西区,3144,0.001,286.8
13210,小金井市,3079,0.002,43.4
12101,千葉市中央区,3068,0.001,66.6
13221,清瀬市,3066,0.003,52.7
13213,東村山市,3034,0.002,49.7
12212,佐倉市,2920,0.002,81.1
09202,足利市,2911,0.002,116.4
08220,つくば市,2883,0.001,101.9
11239,坂戸市,2868,0.003,72.5
07204,いわき市,2821,0.001,231.1
11206,行田市,2748,0.003,92.6
11104,さいたま市見沼区,2737,0.002,70.6
